filename	language	ner_annotations
CARMEN-I_IA_EVOL_90	es	True
CARMEN-I_IT_PLAN_TERAPEUTICO_3	es	False
CARMEN-I_IA_PROCESO_ACTUAL_68	es	True
CARMEN-I_IR_803	es	False
CARMEN-I_IR_804	bi	False
CARMEN-I_IR_805	es	False
CARMEN-I_IA_PROCESO_ACTUAL_69	es	False
CARMEN-I_IA_EVOL_91	es	True
CARMEN-I_IR_806	es	False
CARMEN-I_IR_807	es	False
CARMEN-I_IR_808	es	False
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_2	es	False
CARMEN-I_IA_PROCESO_ACTUAL_70	es	False
CARMEN-I_IR_809	es	False
CARMEN-I_IR_810	es	False
CARMEN-I_IR_811	es	False
CARMEN-I_IR_812	es	False
CARMEN-I_IR_813	es	False
CARMEN-I_IR_814	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_22	es	True
CARMEN-I_IA_EVOL_92	es	True
CARMEN-I_IR_815	es	False
CARMEN-I_IA_EVOL_93	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_33	es	True
CARMEN-I_IT_ANTECEDENTES_36	es	False
CARMEN-I_IR_816	es	False
CARMEN-I_IR_817	es	False
CARMEN-I_IR_818	es	False
CARMEN-I_IR_819	es	False
CARMEN-I_IA_ANTECEDENTES_91	es	True
CARMEN-I_IR_820	es	False
CARMEN-I_IR_821	bi	False
CARMEN-I_IR_822	bi	False
CARMEN-I_IR_823	es	False
CARMEN-I_IR_824	es	False
CARMEN-I_IA_EVOL_94	es	True
CARMEN-I_IR_825	es	False
CARMEN-I_IR_826	es	False
CARMEN-I_IA_ANTECEDENTES_92	es	True
CARMEN-I_IA_ANTECEDENTES_93	es	False
CARMEN-I_IR_827	es	False
CARMEN-I_IR_828	es	False
CARMEN-I_IT_ANTECEDENTES_37	es	False
CARMEN-I_IA_PROCESO_ACTUAL_71	es	False
CARMEN-I_IT_PROCESO_ACTUAL_34	es	False
CARMEN-I_IA_EVOL_95	es	True
CARMEN-I_IA_ANTECEDENTES_94	es	False
CARMEN-I_IR_829	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_72	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_34	bi	True
CARMEN-I_IT_EXPLORACION_CLINICA_27	es	False
CARMEN-I_IR_830	es	False
CARMEN-I_IA_EVOL_96	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_35	cat	True
CARMEN-I_IR_831	es	False
CARMEN-I_IA_EVOL_97	es	True
CARMEN-I_IR_832	es	False
CARMEN-I_IR_833	es	False
CARMEN-I_IR_834	es	False
CARMEN-I_IA_RADIOGRAFIA_28	es	True
CARMEN-I_IT_PROCESO_ACTUAL_35	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_23	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_36	es	True
CARMEN-I_IR_835	es	False
CARMEN-I_IR_836	es	False
CARMEN-I_IT_PROCESO_ACTUAL_36	es	False
CARMEN-I_IA_PROCESO_ACTUAL_73	es	True
CARMEN-I_IR_837	es	False
CARMEN-I_IR_838	es	False
CARMEN-I_IA_PROCESO_ACTUAL_74	es	False
CARMEN-I_IR_839	es	False
CARMEN-I_IA_RADIOGRAFIA_29	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_37	es	True
CARMEN-I_CC_5	es	True
CARMEN-I_IR_840	es	False
CARMEN-I_IA_ANTECEDENTES_95	es	True
CARMEN-I_IA_SEGUIMIENTO_30	es	True
CARMEN-I_IA_RADIOGRAFIA_30	es	True
CARMEN-I_IA_EVOL_98	bi	True
CARMEN-I_IA_EVOL_99	es	True
CARMEN-I_IA_EVOL_100	es	True
CARMEN-I_IR_841	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_19	es	True
CARMEN-I_IR_842	bi	False
CARMEN-I_IR_843	bi	False
CARMEN-I_IA_SEGUIMIENTO_31	es	False
CARMEN-I_IR_844	es	False
CARMEN-I_IA_EVOL_101	es	False
CARMEN-I_IR_845	es	False
CARMEN-I_IR_846	es	False
CARMEN-I_IA_EVOL_102	es	False
CARMEN-I_IA_SEGUIMIENTO_32	es	False
CARMEN-I_IT_INTERVENCION_QUIRURGICA_11	es	False
CARMEN-I_IR_847	es	False
CARMEN-I_IR_848	es	False
CARMEN-I_IR_849	es	False
CARMEN-I_IA_SEGUIMIENTO_33	cat	False
CARMEN-I_IT_PROCESO_ACTUAL_37	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_24	es	True
CARMEN-I_IR_850	es	False
CARMEN-I_IR_851	bi	False
CARMEN-I_IA_ANTECEDENTES_96	es	True
CARMEN-I_IR_852	bi	False
CARMEN-I_IT_EXPLORACION_CLINICA_28	es	False
CARMEN-I_IR_853	es	False
CARMEN-I_IA_EVOL_103	es	True
CARMEN-I_IR_854	bi	False
CARMEN-I_IR_855	es	False
CARMEN-I_IA_PROCESO_ACTUAL_75	es	False
CARMEN-I_IT_PROCESO_ACTUAL_38	es	False
CARMEN-I_IA_PROCESO_ACTUAL_76	es	True
CARMEN-I_IR_856	cat	False
CARMEN-I_IA_ANTECEDENTES_97	es	True
CARMEN-I_IT_PROCESO_ACTUAL_39	cat	False
CARMEN-I_IR_857	bi	False
CARMEN-I_IR_858	es	False
CARMEN-I_IR_859	es	False
CARMEN-I_IR_860	es	False
CARMEN-I_IA_PROCESO_ACTUAL_77	es	False
CARMEN-I_IR_861	es	False
CARMEN-I_IA_PROCESO_ACTUAL_78	es	True
CARMEN-I_IR_862	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_29	es	False
CARMEN-I_IR_863	cat	False
CARMEN-I_IR_864	es	False
CARMEN-I_IR_865	es	False
CARMEN-I_IT_PROCESO_ACTUAL_40	cat	False
CARMEN-I_IR_866	es	False
CARMEN-I_IR_867	es	False
CARMEN-I_IA_ANTECEDENTES_98	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_30	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_20	es	True
CARMEN-I_IR_868	es	False
CARMEN-I_IA_PROCESO_ACTUAL_79	es	True
CARMEN-I_IA_ANTECEDENTES_99	es	True
CARMEN-I_IR_869	bi	False
CARMEN-I_IR_870	cat	False
CARMEN-I_IR_871	bi	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_38	es	True
CARMEN-I_IA_EVOL_104	es	True
CARMEN-I_IR_872	es	False
CARMEN-I_IR_873	es	False
CARMEN-I_IR_874	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_31	es	False
CARMEN-I_IA_EVOL_105	es	True
CARMEN-I_IR_875	es	False
CARMEN-I_IR_876	es	False
CARMEN-I_IR_877	bi	False
CARMEN-I_IR_878	es	False
CARMEN-I_IA_EVOL_106	es	True
CARMEN-I_IR_879	bi	False
CARMEN-I_IR_880	bi	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_39	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_40	es	True
CARMEN-I_IR_881	bi	False
CARMEN-I_IR_882	es	False
CARMEN-I_IR_883	es	False
CARMEN-I_IR_884	es	False
CARMEN-I_IR_885	es	False
CARMEN-I_IR_886	bi	False
CARMEN-I_IA_PLAN_TERAPEUTICO_21	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_41	bi	True
CARMEN-I_IT_ANTECEDENTES_38	es	False
CARMEN-I_IR_887	es	False
CARMEN-I_IR_888	es	False
CARMEN-I_IT_ANTECEDENTES_39	es	False
CARMEN-I_IA_EVOL_107	es	True
CARMEN-I_IR_889	bi	False
CARMEN-I_IA_SEGUIMIENTO_34	es	True
CARMEN-I_IR_890	es	False
CARMEN-I_IR_891	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_42	es	True
CARMEN-I_IA_EVOL_108	es	True
CARMEN-I_IR_892	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_11	es	True
CARMEN-I_IR_893	es	False
CARMEN-I_IA_ANTECEDENTES_100	es	False
CARMEN-I_IA_EVOL_109	es	True
CARMEN-I_IR_894	es	False
CARMEN-I_IA_PROCESO_ACTUAL_80	es	True
CARMEN-I_IR_895	es	False
CARMEN-I_IA_ANTECEDENTES_101	es	True
CARMEN-I_IR_896	bi	False
CARMEN-I_IR_897	bi	False
CARMEN-I_IR_898	es	False
CARMEN-I_IA_EVOL_110	es	False
CARMEN-I_IR_899	es	False
CARMEN-I_IA_PROCESO_ACTUAL_81	es	True
CARMEN-I_IR_900	bi	False
CARMEN-I_IT_PROCESO_ACTUAL_41	es	True
CARMEN-I_IR_901	es	False
CARMEN-I_IR_902	es	False
CARMEN-I_IR_903	es	False
CARMEN-I_IR_904	es	False
CARMEN-I_IA_PROCESO_ACTUAL_82	es	False
CARMEN-I_IT_PROCESO_ACTUAL_42	es	False
CARMEN-I_IA_EVOL_111	es	True
CARMEN-I_IA_ANTECEDENTES_102	es	True
CARMEN-I_IR_905	es	False
CARMEN-I_IR_906	es	False
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_3	es	False
CARMEN-I_IR_907	es	False
CARMEN-I_IR_908	es	False
CARMEN-I_IR_909	es	False
CARMEN-I_IR_910	es	False
CARMEN-I_IT_PROCESO_ACTUAL_43	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_32	es	False
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_4	es	False
CARMEN-I_IA_EVOL_112	es	False
CARMEN-I_IR_911	es	False
CARMEN-I_IR_912	es	False
CARMEN-I_IA_EVOL_113	es	True
CARMEN-I_IR_913	es	False
CARMEN-I_IA_ANTECEDENTES_103	es	False
CARMEN-I_IA_RADIOGRAFIA_31	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_43	es	True
CARMEN-I_IT_ANTECEDENTES_40	es	False
CARMEN-I_IR_914	es	False
CARMEN-I_IR_915	es	False
CARMEN-I_IR_916	es	False
CARMEN-I_IA_EVOL_114	es	True
CARMEN-I_IR_917	es	False
CARMEN-I_IA_ANTECEDENTES_104	es	True
CARMEN-I_IR_918	es	False
CARMEN-I_IR_919	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_83	es	False
CARMEN-I_IR_920	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_84	es	True
CARMEN-I_IR_921	bi	False
CARMEN-I_IR_922	cat	False
CARMEN-I_IR_923	es	False
CARMEN-I_IA_PROCESO_ACTUAL_85	es	False
CARMEN-I_IA_ANTECEDENTES_105	es	True
CARMEN-I_IA_ANTECEDENTES_106	es	False
CARMEN-I_IR_924	es	False
CARMEN-I_IR_925	es	False
CARMEN-I_IA_EVOL_115	es	False
CARMEN-I_IA_EVOL_116	es	True
CARMEN-I_IR_926	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_44	bi	True
CARMEN-I_IR_927	es	False
CARMEN-I_IR_928	bi	False
CARMEN-I_IT_PROCESO_ACTUAL_44	es	False
CARMEN-I_IA_PROCESO_ACTUAL_86	cat	False
CARMEN-I_IR_929	es	False
CARMEN-I_IR_930	es	False
CARMEN-I_IR_931	bi	False
CARMEN-I_IR_932	es	False
CARMEN-I_IR_933	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_33	es	False
CARMEN-I_IT_ANTECEDENTES_41	bi	False
CARMEN-I_IR_934	es	False
CARMEN-I_IT_PROCESO_ACTUAL_45	es	False
CARMEN-I_IA_RADIOGRAFIA_32	es	True
CARMEN-I_IR_935	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_45	es	True
CARMEN-I_IA_EVOL_117	es	True
CARMEN-I_IR_936	es	False
CARMEN-I_IR_937	es	False
CARMEN-I_IR_938	es	False
CARMEN-I_IT_ANTECEDENTES_42	es	False
CARMEN-I_IA_PROCESO_ACTUAL_87	es	True
CARMEN-I_IA_PROCESO_ACTUAL_88	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_25	es	True
CARMEN-I_IA_EVOL_118	es	True
CARMEN-I_IR_939	cat	False
CARMEN-I_IR_940	es	False
CARMEN-I_IA_PROCESO_ACTUAL_89	cat	True
CARMEN-I_IR_941	es	False
CARMEN-I_IR_942	es	False
CARMEN-I_IR_943	es	False
CARMEN-I_IR_944	es	False
CARMEN-I_IR_945	es	False
CARMEN-I_IR_946	es	False
CARMEN-I_IA_SEGUIMIENTO_35	es	False
CARMEN-I_IR_947	es	False
CARMEN-I_IA_EVOL_119	es	True
CARMEN-I_IR_948	es	False
CARMEN-I_IR_949	es	False
CARMEN-I_IR_950	es	False
CARMEN-I_IR_951	es	False
CARMEN-I_IT_PROCESO_ACTUAL_46	es	False
CARMEN-I_IR_952	es	False
CARMEN-I_IA_ANTECEDENTES_107	es	True
CARMEN-I_IA_EVOL_120	es	True
CARMEN-I_IA_RADIOGRAFIA_33	es	True
CARMEN-I_IR_953	es	False
CARMEN-I_IR_954	es	False
CARMEN-I_IR_955	es	False
CARMEN-I_IR_956	es	False
CARMEN-I_IR_957	es	False
CARMEN-I_IR_958	bi	False
CARMEN-I_IR_959	es	False
CARMEN-I_IA_ANTECEDENTES_108	es	True
CARMEN-I_IR_960	es	False
CARMEN-I_IA_SEGUIMIENTO_36	es	False
CARMEN-I_IR_961	bi	False
CARMEN-I_IR_962	bi	False
CARMEN-I_IR_963	es	False
CARMEN-I_IT_PROCESO_ACTUAL_47	es	False
CARMEN-I_IT_ANTECEDENTES_43	es	False
CARMEN-I_IR_964	bi	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_12	es	True
CARMEN-I_IR_965	es	False
CARMEN-I_IR_966	es	False
CARMEN-I_IA_ANTECEDENTES_109	bi	True
CARMEN-I_IR_967	es	False
CARMEN-I_IR_968	bi	False
CARMEN-I_IA_EVOL_121	es	True
CARMEN-I_IR_969	es	False
CARMEN-I_IR_970	es	False
CARMEN-I_IA_PROCESO_ACTUAL_90	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_34	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_26	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_22	es	False
CARMEN-I_IR_971	es	False
CARMEN-I_IR_972	es	False
CARMEN-I_IR_973	es	False
CARMEN-I_IR_974	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_46	cat	True
CARMEN-I_IR_975	bi	False
CARMEN-I_IA_ANTECEDENTES_110	es	True
CARMEN-I_IR_976	bi	False
CARMEN-I_IA_ANTECEDENTES_111	es	True
CARMEN-I_IR_977	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_47	es	True
CARMEN-I_IA_EVOL_122	es	True
CARMEN-I_IA_ANTECEDENTES_112	es	False
CARMEN-I_IR_978	bi	False
CARMEN-I_IR_979	es	True
CARMEN-I_IR_980	bi	False
CARMEN-I_IR_981	es	False
CARMEN-I_IA_PROCESO_ACTUAL_91	es	False
CARMEN-I_IR_982	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_27	es	True
CARMEN-I_IR_983	es	False
CARMEN-I_IR_984	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_23	es	True
CARMEN-I_IT_SEGUIMIENTO_1	es	False
CARMEN-I_IR_985	es	False
CARMEN-I_IR_986	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_24	es	True
CARMEN-I_IA_ANTECEDENTES_113	es	False
CARMEN-I_IA_ANTECEDENTES_114	es	False
CARMEN-I_IA_EVOL_123	es	True
CARMEN-I_IR_987	es	False
CARMEN-I_IR_988	es	False
CARMEN-I_IR_989	es	False
CARMEN-I_IR_990	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_92	es	True
CARMEN-I_IR_991	es	False
CARMEN-I_IR_992	es	False
CARMEN-I_IR_993	es	False
CARMEN-I_IR_994	bi	False
CARMEN-I_IR_995	bi	False
CARMEN-I_IR_996	bi	False
CARMEN-I_IT_EVOL_5	es	True
CARMEN-I_IR_997	bi	False
CARMEN-I_IR_998	bi	False
CARMEN-I_IR_999	es	False
CARMEN-I_IA_EVOL_124	es	True
CARMEN-I_IT_ANTECEDENTES_44	bi	False
CARMEN-I_IR_1000	es	False
CARMEN-I_IA_ANTECEDENTES_115	bi	True
CARMEN-I_IA_EVOL_125	es	True
CARMEN-I_IR_1001	es	False
CARMEN-I_IA_PROCESO_ACTUAL_93	es	False
CARMEN-I_IA_EVOL_126	es	True
CARMEN-I_IR_1002	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_48	bi	True
CARMEN-I_IA_PLAN_TERAPEUTICO_25	es	True
CARMEN-I_IR_1003	es	False
CARMEN-I_IA_PROCESO_ACTUAL_94	es	False
CARMEN-I_IR_1004	es	False
CARMEN-I_IR_1005	es	False
CARMEN-I_IR_1006	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_26	es	True
CARMEN-I_IR_1007	es	False
CARMEN-I_IR_1008	es	False
CARMEN-I_IA_PROCESO_ACTUAL_95	es	False
CARMEN-I_IR_1009	es	False
CARMEN-I_IA_ANTECEDENTES_116	es	False
CARMEN-I_IR_1010	bi	False
CARMEN-I_IA_EVOL_127	es	True
CARMEN-I_IR_1011	bi	False
CARMEN-I_IR_1012	es	False
CARMEN-I_IR_1013	es	False
CARMEN-I_IR_1014	es	False
CARMEN-I_IR_1015	es	False
CARMEN-I_IR_1016	es	False
CARMEN-I_IR_1017	cat	False
CARMEN-I_IR_1018	es	False
CARMEN-I_IR_1019	bi	False
CARMEN-I_IR_1020	es	False
CARMEN-I_IA_ANTECEDENTES_117	es	False
CARMEN-I_IA_EVOL_128	es	True
CARMEN-I_IA_EVOL_129	es	True
CARMEN-I_IA_PROCESO_ACTUAL_96	es	True
CARMEN-I_IA_EVOL_130	es	True
CARMEN-I_IR_1021	es	False
CARMEN-I_IA_PROCESO_ACTUAL_97	es	True
CARMEN-I_IR_1022	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_49	bi	True
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_5	es	False
CARMEN-I_IA_PROCESO_ACTUAL_98	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_27	es	True
CARMEN-I_IR_1023	bi	False
CARMEN-I_IR_1024	es	False
CARMEN-I_IR_1025	es	False
CARMEN-I_IA_RADIOGRAFIA_34	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_35	es	False
CARMEN-I_IA_ANTECEDENTES_118	es	True
CARMEN-I_IR_1026	es	False
CARMEN-I_IR_1027	es	False
CARMEN-I_IR_1028	es	False
CARMEN-I_IA_ANTECEDENTES_119	es	True
CARMEN-I_IR_1029	es	False
CARMEN-I_IR_1030	bi	False
CARMEN-I_IR_1031	es	False
CARMEN-I_IA_ANTECEDENTES_120	es	True
CARMEN-I_IR_1032	es	False
CARMEN-I_IA_ANTECEDENTES_121	es	False
CARMEN-I_IR_1033	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_28	es	True
CARMEN-I_IR_1034	es	False
CARMEN-I_IR_1035	es	False
CARMEN-I_IA_EVOL_131	es	True
CARMEN-I_IA_EVOL_132	es	True
CARMEN-I_IA_PROCESO_ACTUAL_99	es	True
CARMEN-I_IR_1036	es	False
CARMEN-I_IA_ANTECEDENTES_122	es	True
CARMEN-I_IR_1037	es	False
CARMEN-I_IR_1038	es	False
CARMEN-I_IR_1039	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_100	es	True
CARMEN-I_IA_EVOL_133	es	True
CARMEN-I_IR_1040	es	False
CARMEN-I_IR_1041	es	False
CARMEN-I_IR_1042	es	False
CARMEN-I_IA_ANTECEDENTES_123	es	True
CARMEN-I_IT_ANTECEDENTES_45	es	False
CARMEN-I_IA_EVOL_134	es	True
CARMEN-I_IR_1043	es	False
CARMEN-I_IR_1044	es	False
CARMEN-I_IR_1045	es	False
CARMEN-I_IR_1046	es	False
CARMEN-I_IT_PROCESO_ACTUAL_48	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_36	es	False
CARMEN-I_IR_1047	es	False
CARMEN-I_IA_ANTECEDENTES_124	es	True
CARMEN-I_IR_1048	es	False
CARMEN-I_IR_1049	es	False
CARMEN-I_IR_1050	es	False
CARMEN-I_IR_1051	es	False
CARMEN-I_IA_EVOL_135	es	True
CARMEN-I_IR_1052	es	False
CARMEN-I_IR_1053	es	False
CARMEN-I_IR_1054	es	False
CARMEN-I_IR_1055	es	False
CARMEN-I_IR_1056	es	False
CARMEN-I_IR_1057	es	False
CARMEN-I_IA_PROCESO_ACTUAL_101	es	True
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_6	es	False
CARMEN-I_IR_1058	es	False
CARMEN-I_IR_1059	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_29	es	True
CARMEN-I_IA_INTERVENCION_QUIRURGICA_13	es	False
CARMEN-I_IR_1060	es	False
CARMEN-I_IR_1061	es	False
CARMEN-I_IR_1062	es	False
CARMEN-I_IA_PROCESO_ACTUAL_102	es	True
CARMEN-I_IR_1063	es	False
CARMEN-I_IA_ANTECEDENTES_125	es	True
CARMEN-I_IR_1064	bi	False
CARMEN-I_IR_1065	es	False
CARMEN-I_IR_1066	bi	False
CARMEN-I_IR_1067	es	False
CARMEN-I_IA_RADIOGRAFIA_35	es	True
CARMEN-I_IR_1068	es	False
CARMEN-I_IE_5	es	True
CARMEN-I_IR_1069	es	False
CARMEN-I_IR_1070	es	False
CARMEN-I_IR_1071	es	False
CARMEN-I_IA_RADIOGRAFIA_36	es	True
CARMEN-I_IR_1072	es	False
CARMEN-I_IR_1073	es	False
CARMEN-I_IA_PROCESO_ACTUAL_103	es	True
CARMEN-I_IR_1074	es	False
CARMEN-I_IR_1075	es	False
CARMEN-I_IR_1076	es	False
CARMEN-I_IA_ANTECEDENTES_126	es	True
CARMEN-I_IR_1077	es	False
CARMEN-I_IR_1078	es	False
CARMEN-I_IR_1079	es	False
CARMEN-I_IR_1080	es	False
CARMEN-I_IR_1081	es	False
CARMEN-I_IA_SEGUIMIENTO_37	es	False
CARMEN-I_IR_1082	es	False
CARMEN-I_IR_1083	es	False
CARMEN-I_IR_1084	es	False
CARMEN-I_IR_1085	es	False
CARMEN-I_IR_1086	es	False
CARMEN-I_IR_1087	bi	False
CARMEN-I_IT_PROCESO_ACTUAL_49	es	False
CARMEN-I_IT_PROCESO_ACTUAL_50	es	False
CARMEN-I_IR_1088	es	False
CARMEN-I_IA_PROCESO_ACTUAL_104	es	True
CARMEN-I_IR_1089	es	False
CARMEN-I_IR_1090	es	False
CARMEN-I_IA_SEGUIMIENTO_38	es	True
CARMEN-I_IR_1091	es	False
CARMEN-I_IR_1092	es	False
CARMEN-I_IA_ANTECEDENTES_127	es	True
CARMEN-I_IA_PROCESO_ACTUAL_105	es	True
CARMEN-I_IR_1093	es	False
CARMEN-I_IR_1094	es	False
CARMEN-I_IR_1095	es	False
CARMEN-I_IA_PROCESO_ACTUAL_106	es	True
CARMEN-I_IA_ANTECEDENTES_128	es	False
CARMEN-I_IR_1096	es	False
CARMEN-I_IR_1097	es	False
CARMEN-I_IR_1098	bi	False
CARMEN-I_IR_1099	es	False
CARMEN-I_IR_1100	es	False
CARMEN-I_IA_PROCESO_ACTUAL_107	es	True
CARMEN-I_IR_1101	es	False
CARMEN-I_IR_1102	es	False
CARMEN-I_IR_1103	es	False
CARMEN-I_IA_PROCESO_ACTUAL_108	es	True
CARMEN-I_IR_1104	es	False
CARMEN-I_IA_EVOL_136	es	False
CARMEN-I_IR_1105	es	False
CARMEN-I_IA_EVOL_137	es	False
CARMEN-I_IA_EVOL_138	es	True
CARMEN-I_IR_1106	es	False
CARMEN-I_IR_1107	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_50	bi	True
CARMEN-I_IA_PROCESO_ACTUAL_109	es	True
CARMEN-I_IR_1108	es	False
CARMEN-I_IR_1109	bi	False
CARMEN-I_IA_ANTECEDENTES_129	es	True
CARMEN-I_IR_1110	es	False
CARMEN-I_IA_ANTECEDENTES_130	es	True
CARMEN-I_IR_1111	cat	False
CARMEN-I_IR_1112	es	False
CARMEN-I_IR_1113	bi	False
CARMEN-I_IT_ANTECEDENTES_46	es	True
CARMEN-I_IR_1114	es	False
CARMEN-I_IA_EVOL_139	es	True
CARMEN-I_IR_1115	es	False
CARMEN-I_IA_EVOL_140	es	True
CARMEN-I_IR_1116	es	False
CARMEN-I_IR_1117	es	False
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_7	bi	False
CARMEN-I_IR_1118	es	False
CARMEN-I_IT_PROCESO_ACTUAL_51	es	False
CARMEN-I_IT_INTERVENCION_QUIRURGICA_12	es	False
CARMEN-I_IR_1119	es	False
CARMEN-I_IR_1120	es	False
CARMEN-I_IA_RADIOGRAFIA_37	es	True
CARMEN-I_IR_1121	es	False
CARMEN-I_IR_1122	es	False
CARMEN-I_IA_ANTECEDENTES_131	bi	True
CARMEN-I_IR_1123	es	False
CARMEN-I_IA_ANTECEDENTES_132	es	True
CARMEN-I_IA_ANTECEDENTES_133	es	True
CARMEN-I_IR_1124	es	False
CARMEN-I_IA_PROCESO_ACTUAL_110	es	False
CARMEN-I_IR_1125	bi	False
CARMEN-I_IR_1126	bi	False
CARMEN-I_IR_1127	es	False
CARMEN-I_IR_1128	es	False
CARMEN-I_IA_SEGUIMIENTO_39	es	True
CARMEN-I_IR_1129	es	False
CARMEN-I_IR_1130	bi	False
CARMEN-I_IR_1131	es	False
CARMEN-I_IR_1132	cat	False
CARMEN-I_IR_1133	es	False
CARMEN-I_IR_1134	es	False
CARMEN-I_IR_1135	es	False
CARMEN-I_IR_1136	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_111	es	True
CARMEN-I_IR_1137	es	False
CARMEN-I_IA_ANTECEDENTES_134	es	True
CARMEN-I_IA_EVOL_141	es	True
CARMEN-I_IR_1138	es	False
CARMEN-I_IA_SEGUIMIENTO_40	es	True
CARMEN-I_IT_PLAN_TERAPEUTICO_4	es	False
CARMEN-I_IR_1139	es	False
CARMEN-I_IT_PROCESO_ACTUAL_52	es	False
CARMEN-I_IR_1140	es	False
CARMEN-I_IA_PROCESO_ACTUAL_112	es	True
CARMEN-I_IA_PROCESO_ACTUAL_113	es	True
CARMEN-I_IR_1141	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_51	cat	True
CARMEN-I_IR_1142	bi	False
CARMEN-I_IA_EVOL_142	es	True
CARMEN-I_IR_1143	bi	False
CARMEN-I_IA_ANTECEDENTES_135	es	True
CARMEN-I_IR_1144	es	False
CARMEN-I_IR_1145	es	False
CARMEN-I_IA_PROCESO_ACTUAL_114	es	True
CARMEN-I_IA_EVOL_143	es	True
CARMEN-I_IA_EVOL_144	es	True
CARMEN-I_IA_RADIOGRAFIA_38	es	True
CARMEN-I_IA_EXPLORACION_CLINICA_30	es	True
CARMEN-I_IR_1146	es	False
CARMEN-I_IR_1147	es	False
CARMEN-I_IR_1148	es	False
CARMEN-I_IT_ANTECEDENTES_47	es	False
CARMEN-I_IR_1149	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_52	es	False
CARMEN-I_IR_1150	bi	False
CARMEN-I_IR_1151	es	False
CARMEN-I_IR_1152	es	False
CARMEN-I_IR_1153	es	False
CARMEN-I_IA_PROCESO_ACTUAL_115	es	True
CARMEN-I_IR_1154	es	False
CARMEN-I_IA_EVOL_145	es	True
CARMEN-I_IR_1155	es	False
CARMEN-I_IA_PROCESO_ACTUAL_116	es	True
CARMEN-I_IA_EVOL_146	es	True
CARMEN-I_IA_EXPLORACION_CLINICA_31	es	True
CARMEN-I_IR_1156	es	False
CARMEN-I_IR_1157	es	False
CARMEN-I_IR_1158	es	False
CARMEN-I_IR_1159	es	False
CARMEN-I_IR_1160	es	False
